model_pair,benchmark,item_id,n_flips,score_var,unstable
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_466,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_467,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_468,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_469,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_47,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_470,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_471,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_472,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_473,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_474,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_475,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_476,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_477,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_478,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_479,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_48,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_480,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_481,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_482,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_483,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_484,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_485,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_486,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_487,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_488,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_489,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_49,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_490,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_491,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_492,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_493,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_494,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_495,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_496,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_497,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_498,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_499,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_5,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_50,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_51,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_52,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_53,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_54,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_55,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_56,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_57,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_58,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_59,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_6,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_60,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_61,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_62,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_63,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_64,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_65,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_66,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_67,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_68,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_69,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_7,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_70,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_71,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_72,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_73,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_74,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_75,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_76,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_77,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_78,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_79,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_8,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_80,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_81,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_82,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_83,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_84,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_85,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_86,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_87,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_88,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_89,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_9,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_90,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_91,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_92,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_93,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_94,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_95,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_96,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_97,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_98,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,hellaswag,hellaswag_99,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_0,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_1,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_10,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_100,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_101,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_102,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_103,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_104,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_105,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_106,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_107,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_108,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_109,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_11,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_110,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_111,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_112,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_113,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_114,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_115,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_116,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_117,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_118,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_119,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_12,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_120,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_121,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_122,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_123,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_124,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_125,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_126,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_127,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_128,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_129,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_13,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_130,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_131,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_132,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_133,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_134,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_135,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_136,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_137,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_138,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_139,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_14,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_140,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_141,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_142,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_143,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_144,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_145,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_146,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_147,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_148,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_149,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_15,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_150,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_151,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_152,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_153,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_154,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_155,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_156,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_157,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_158,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_159,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_16,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_160,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_161,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_162,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_163,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_164,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_165,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_166,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_167,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_168,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_169,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_17,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_170,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_171,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_172,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_173,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_174,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_175,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_176,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_177,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_178,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_179,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_18,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_180,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_181,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_182,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_183,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_184,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_185,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_186,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_187,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_188,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_189,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_19,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_190,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_191,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_192,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_193,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_194,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_195,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_196,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_197,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_198,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_199,1,0.16000000000000003,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_2,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_20,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_200,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_201,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_202,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_203,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_204,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_205,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_206,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_207,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_208,2,0.16000000000000006,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_209,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_21,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_210,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_211,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_212,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_213,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_214,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_215,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_216,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_217,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_218,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_219,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_22,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_220,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_221,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_222,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_223,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_224,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_225,2,0.16000000000000006,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_226,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_227,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_228,2,0.16,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_229,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_23,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_230,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_231,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_232,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_233,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_234,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_235,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_236,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_237,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_238,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_239,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_24,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_240,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_241,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_242,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_243,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_244,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_245,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_246,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_247,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_248,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_249,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_25,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_250,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_251,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_252,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_253,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_254,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_255,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_256,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_257,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_258,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_259,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_26,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_260,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_261,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_262,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_263,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_264,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_265,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_266,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_267,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_268,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_269,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_27,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_270,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_271,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_272,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_273,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_274,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_275,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_276,1,0.24000000000000005,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_277,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_278,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_279,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_28,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_280,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_281,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_282,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_283,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_284,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_285,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_286,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_287,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_288,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_289,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_29,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_290,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_291,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_292,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_293,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_294,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_295,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_296,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_297,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_298,2,0.24000000000000005,True
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_299,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_3,1,0.16000000000000006,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_30,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_300,0,0.0,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_301,1,0.16,False
Llama-3.2-1B→Llama-3.1-8B,mmlu,mmlu_302,1,0.16000000000000003,False
