model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,B,spec,0,gsm8k_proj_29,1,5512 1477 279 2790 1372 315 28990 19451 2382 23269 702 25 220 17 608 220 18 353 220 17 19 28990 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 220 21 28990 19451 2382 566 20609 311 42482 311 1477 279 9664 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 419 311 279 1372 315 28990 25374 311 1477 279 2790 25 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 19451 2382 323 25374 13 576 4226 374 220 18 19 382 14582 25 362 2613 11 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 1340 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,0.02734375,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_090,spec,0,gsm8k_proj_29,1,23269 1477 1246 2790 1372 315 28990 25374 2382 23269 8471 25 220 17 608 220 18 353 220 17 19 28990 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 220 21 28990 19451 2382 566 20609 42482 42482 311 1477 279 1590 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 1372 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 323 25374 13 576 4226 374 220 18 19 624 14582 25 576 2997 11 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,0.02734375,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,0,gsm8k_proj_29,1,14822 11 1246 2790 1372 315 92100 19451 2382 23269 8471 25 220 17 608 220 18 28990 220 17 19 25374 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 220 21 28990 19451 2382 566 6551 42482 42482 311 1477 1246 1590 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 311 279 1372 315 25374 25374 566 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 19451 2382 323 25374 13 576 4226 374 220 18 19 624 14582 25 2619 8061 11 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,0.02734375,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,0,gsm8k_proj_29,1,14822 11 1246 2790 1372 315 92100 19451 2382 23269 8471 25 220 17 608 220 18 28990 220 17 19 25374 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 220 21 28990 19451 2382 566 6551 42482 42482 311 1477 1246 1590 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 311 279 1372 315 25374 25374 566 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 19451 2382 323 25374 13 576 4226 374 220 18 19 624 14582 25 2619 8061 11 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,0.02734375,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_060,spec,0,gsm8k_proj_29,1,14822 11 279 2790 1372 315 28990 25374 2382 23269 702 1573 220 17 608 220 18 353 220 17 19 28990 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 1372 21 28990 19451 2382 566 46780 25 42482 311 1477 279 9664 1372 25 220 16 21 19451 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 311 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 13 25374 13 576 4226 374 220 18 19 624 14582 25 2619 6981 22502 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 1059 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,0.02734375,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_030,temp,0,gsm8k_proj_29,1,14822 11 279 2790 1372 315 28990 19451 2382 23269 702 25 220 17 608 220 18 353 220 17 19 28990 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 1372 21 28990 19451 2382 566 6551 311 42482 311 1477 279 1590 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 311 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 323 25374 13 576 4226 374 220 18 19 624 14582 25 362 536 22502 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 1416 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_050,temp,0,gsm8k_proj_29,1,14822 11 1246 2790 1372 315 28990 19451 2382 23269 702 25 220 17 608 220 18 353 220 17 19 25374 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 1372 21 28990 19451 2382 566 6551 311 42482 25 1477 279 1590 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 5005 912 279 311 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 13 25374 13 576 4226 374 220 18 19 624 14582 25 362 536 22502 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 54529 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_070,temp,0,gsm8k_proj_29,1,1634 11 1246 2790 1372 315 28990 19451 2382 23269 702 553 220 17 608 220 18 353 220 17 19 19451 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 1372 21 28990 19451 2382 566 6551 311 42482 25 1477 279 2790 1372 25 220 16 21 28990 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 17375 912 279 311 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 13 25374 13 576 4226 374 220 18 19 624 14582 25 576 536 40914 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 54529 18661 49442 220 16 20 4 2686 1091 54529 11 419 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_100,temp,0,gsm8k_proj_29,1,1260 1477 1246 2790 1372 315 28990 19451 2382 23269 702 553 220 17 608 220 18 353 220 17 353 19451 25374 284 220 16 21 28990 19451 2382 13 5005 32256 279 1372 21 28990 19451 2382 566 6551 311 42482 25 633 279 2790 1372 25 220 16 21 19451 19451 2382 481 220 21 28990 19451 2382 284 220 16 15 28990 19451 2382 13 17375 2691 279 311 279 1372 315 28990 25374 311 1477 279 2790 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 13 25374 13 576 4226 374 220 18 19 382 14582 25 2014 536 40914 2310 11 22360 14164 646 3331 705 311 220 16 15 15 84302 518 3055 13 11268 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 54529 18661 49442 220 16 20 4 2686 1091 54529 11 1059 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_150,temp,0,gsm8k_proj_29,1,1205 2297 1246 2790 1372 315 28990 19451 2382 23269 702 553 220 17 353 220 18 353 220 17 20403 19451 25374 284 220 16 21 28990 25374 2382 13 5005 32256 279 1372 21 28990 19451 2382 23269 6551 311 42482 25 282 279 9664 2790 25 220 16 21 19451 19451 2382 481 220 21 19451 19451 2382 284 220 24 15 28990 19451 2382 13 33676 32256 419 311 279 11968 315 28990 25374 311 1477 1246 6662 1372 220 16 15 28990 19451 2382 488 220 17 19 28990 25374 284 220 18 19 28990 25374 2382 13 25374 13 576 4226 374 220 18 19 382 14582 25 3757 883 40914 14046 11 22360 14164 646 3331 705 311 220 16 17 15 84302 518 3055 13 7937 11 54529 11 323 18661 525 2326 2841 879 6635 311 5312 279 14164 518 279 1852 882 13 18661 49442 220 18 19 84302 11 892 374 220 16 20 4 2686 1091 54529 13 11268 49442 220 20 84302 803 1091 54529 13 2585 1753 2238 1753 653 279 2326 2841 17529 3786 311 5312 279 14164 5267 16141 25 54529 18661 594 220 16 20 4 2686 1091 54529 11 1059 49442 220 16 15 15 481 220 16 20 284 220 23 20 4 315 54529 594 4680 13 220 23 20 4 374 220 15 13 23 20 11 773 54529 49442 220 18 19 608 220 15 13 23 20 284 220 19 15 84302 13,256,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_7
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,A,spec,0,gsm8k_proj_30,0,1260 8145 220 22 20 4755 304 220 16 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 572 2952 311 4583 220 16 17 15 4755 304 220 16 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 1030 220 16 20 4115 311 4583 220 16 15 15 4755 1576 220 21 856 220 20 284 220 18 15 13 1260 572 2952 311 4583 220 16 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 15 15 4755 32143 1576 220 16 17 15 481 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 32 8968 5610 220 18 2518 11 220 19 6303 11 323 220 18 6176 3594 38763 13 1416 498 26618 3735 825 41290 323 1221 2182 432 1182 323 3735 2441 41290 11 1128 374 279 18927 315 21132 1378 2518 3594 38763 304 264 2802 5267 58 16141 60 785 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 700 315 320 18 488 220 19 488 220 18 8 476 220 18 608 220 16 15 13 8704 279 41290 374 2182 1182 11 279 8968 2058 702 220 18 2518 3594 38763 700 315 264 2790 315 320 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,B,spec,0,gsm8k_proj_30,0,1260 8145 220 22 20 4755 304 220 16 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 572 2952 311 4583 220 16 17 15 4755 304 220 16 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 1030 220 16 20 4115 311 4583 220 16 15 15 4755 1576 220 21 856 220 20 284 220 18 15 13 1260 572 2952 311 4583 220 16 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 15 15 4755 32143 1576 220 16 17 15 481 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 32 8968 5610 220 18 2518 11 220 19 6303 11 323 220 18 6176 3594 38763 13 1416 498 26618 3735 825 41290 323 1221 2182 432 1182 323 3735 2441 41290 11 1128 374 279 18927 315 21132 1378 2518 3594 38763 304 264 2802 5267 58 16141 60 785 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 700 315 320 18 488 220 19 488 220 18 8 476 220 18 608 220 16 15 13 8704 279 41290 374 2182 1182 11 279 8968 2058 702 220 18 2518 3594 38763 700 315 264 2790 315 320 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,0.046875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_090,spec,0,gsm8k_proj_30,0,14822 3867 220 20 20 4755 304 220 23 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 2115 2952 311 4583 220 16 15 15 4755 304 220 16 20 4115 1576 220 20 20 856 220 23 284 220 16 17 15 13 1260 572 220 17 15 4115 311 1896 279 16 15 15 4755 1576 220 21 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 21 15 856 220 21 284 220 16 23 15 13 1260 1030 220 18 15 15 4755 75447 1576 220 16 23 15 481 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 41484 10729 702 220 17 14197 11 220 21 6303 11 220 220 17 6176 3594 38763 13 10244 498 4038 3293 1378 41290 11 1221 11 432 1182 1573 3735 2441 41290 11 1128 374 279 18927 315 21132 264 3594 3594 38763 5267 264 2802 5267 58 16141 60 5338 18927 315 21132 264 2518 41290 304 279 1156 4038 374 220 18 2518 315 220 18 488 220 19 488 220 18 8 284 220 18 608 220 16 15 13 8704 279 41290 374 12575 1182 11 279 8968 2058 5610 220 18 2518 3594 38763 700 315 264 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,0.04296875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,0,gsm8k_proj_30,0,14822 3867 220 22 20 608 304 220 16 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 8145 2952 311 4583 220 24 17 15 4755 304 220 16 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1084 572 220 16 20 4115 311 4583 220 16 15 15 4755 773 220 21 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 20 15 4755 32143 1576 220 16 23 15 488 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 3862 5426 702 220 22 14197 3594 220 17 6303 11 323 220 22 6176 3594 38763 13 13322 220 26618 3735 825 41290 11 1221 2441 432 1182 1573 3735 2441 41290 11 1128 374 279 18927 429 21132 1378 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 2790 315 21132 264 2518 41290 389 279 1156 3735 374 220 18 700 315 220 18 488 220 19 488 220 18 8 284 220 18 608 220 16 15 13 576 279 41290 374 12575 1182 1283 279 18927 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,0.04296875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,0,gsm8k_proj_30,0,14822 3867 220 22 20 608 304 220 16 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 8145 2952 311 4583 220 24 17 15 4755 304 220 16 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1084 572 220 16 20 4115 311 4583 220 16 15 15 4755 773 220 21 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 20 15 4755 32143 1576 220 16 23 15 488 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 3862 5426 702 220 22 14197 3594 220 17 6303 11 323 220 22 6176 3594 38763 13 13322 220 26618 3735 825 41290 11 1221 2441 432 1182 1573 3735 2441 41290 11 1128 374 279 18927 429 21132 1378 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 2790 315 21132 264 2518 41290 389 279 1156 3735 374 220 18 700 315 220 18 488 220 19 488 220 18 8 284 220 18 608 220 16 15 13 576 279 41290 374 12575 1182 1283 279 18927 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,0.04296875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_060,spec,0,gsm8k_proj_30,0,2014 27956 279 20 20 4755 518 220 16 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 758 8145 2952 311 4583 220 16 15 20 4755 304 220 16 17 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 572 220 16 15 4115 311 4583 279 16 15 15 4755 11 220 16 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 18 23 15 4755 304 220 16 20 4115 1576 220 16 15 856 220 21 284 220 16 23 15 13 1260 1030 220 18 15 15 4755 32143 1576 220 16 23 15 488 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 45 2613 5610 220 19 14197 20332 220 17 6176 11 323 220 20 6176 20332 38763 13 1416 220 6963 3293 1378 41290 504 1221 2182 432 1182 11 3735 2441 11 11 1128 374 279 18927 315 21132 264 2518 3594 38763 304 264 2802 5267 58 16141 60 3862 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 700 315 220 18 488 220 19 488 220 18 8 476 220 18 608 220 16 15 13 576 582 41290 374 12575 1182 1119 279 48216 2058 5610 220 18 2518 3594 38763 700 315 264 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,0.04296875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_030,temp,0,gsm8k_proj_30,0,14822 8145 220 20 20 4755 304 220 22 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 8145 2952 311 4583 220 24 15 15 4755 304 220 17 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 572 220 17 20 4115 311 4583 279 16 15 15 4755 1576 220 16 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 20 15 4755 32143 1576 220 16 23 15 481 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 32 35545 315 220 20 14197 11 220 17 6303 11 323 220 20 6176 3594 38763 13 14513 220 4038 3735 220 41290 504 1221 2441 432 1182 1573 3735 2441 41290 11 1128 374 279 18927 315 21132 264 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 2518 315 220 18 488 220 19 488 220 18 8 476 220 18 608 220 16 15 13 8704 279 41290 374 12575 1182 11 279 8968 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_050,temp,0,gsm8k_proj_30,0,14822 8145 220 20 20 4755 518 220 22 20 4115 1576 220 22 20 608 220 20 284 220 16 20 13 1260 8145 2952 311 4583 220 24 15 20 4755 304 220 21 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 572 220 19 20 4115 311 4583 279 16 17 15 4755 1576 220 16 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 20 15 4755 32143 1576 220 16 23 15 481 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 32 29595 315 220 20 14197 11 220 17 6303 323 323 220 20 6176 3594 38763 13 9043 220 4038 3735 825 41290 504 1221 2441 432 1182 323 3735 2441 41290 11 1128 374 279 18927 315 21132 264 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 2518 315 220 18 488 220 19 488 220 18 8 476 220 18 14 220 16 15 13 576 279 41290 374 12575 1182 11 279 8968 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_070,temp,0,gsm8k_proj_30,0,14822 8145 220 20 20 4755 518 220 22 20 4115 2474 220 22 20 608 220 20 284 220 16 20 13 1260 2115 2115 311 4583 220 24 15 20 4755 304 220 21 20 4115 1576 220 16 20 856 220 23 284 220 16 17 15 13 1260 1030 220 19 20 4115 311 4583 220 16 17 15 4755 518 220 16 488 220 16 284 220 18 15 13 1260 572 2952 311 4583 220 24 23 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 1260 2115 220 16 20 15 4755 32143 1576 220 16 17 15 488 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 58 14582 60 641 29595 315 220 20 14197 11 220 17 6303 323 323 220 20 6176 3594 38763 13 9043 220 4038 3735 825 41290 504 1221 2441 432 1182 11 3735 2441 41290 11 1128 374 279 18927 315 21132 264 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 18927 315 21132 264 2518 41290 389 279 1156 4038 374 220 18 2518 315 220 18 488 220 19 488 220 18 8 476 220 18 14 220 16 15 13 576 498 41290 374 12575 1182 11 279 8968 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_14
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_100,temp,0,gsm8k_proj_30,0,14822 8145 220 20 20 4755 518 220 22 20 4115 4379 220 22 20 608 220 20 284 220 16 20 13 1260 2115 2115 311 4583 220 24 17 20 4755 304 220 23 20 4115 1576 220 20 20 856 220 23 284 220 16 17 15 13 1260 2115 220 19 20 4115 311 4583 220 16 17 15 4755 518 220 16 488 220 16 284 220 18 15 13 576 572 2952 311 4583 220 24 20 15 4755 304 220 16 20 4115 1576 220 18 15 856 220 21 284 220 16 23 15 13 4389 2115 220 16 20 15 4755 32143 1576 220 16 17 15 488 220 17 15 284 220 16 15 15 13 576 4226 374 220 16 15 15 624 7088 14582 60 1925 29595 702 220 20 14197 11 220 17 6303 323 323 220 20 13753 3594 38763 13 3555 220 4038 3735 825 41290 504 1221 2441 432 1182 11 3735 2441 41290 11 1128 374 279 18927 315 21132 264 2518 3594 38763 5267 264 2802 5267 58 16141 60 5338 18927 315 21132 264 2518 41290 1156 279 1156 4038 374 220 18 2518 315 220 18 488 220 19 488 220 18 8 892 220 18 14 220 16 15 13 576 498 41290 374 12575 1182 11 279 2790 2058 702 220 18 2518 3594 38763 700 315 220 2790 315 220 18 488 220 19 488 220 18 8 476 220 16 15 3594,256,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_14
